currentLevel,requiredXpToUpgrade,newLevel,userBeXp,ranksRewards,claimableRewards,unclaimableRewards
Emerald_3,"300,000,000.00",Diamond_2,450000000000,13|14|15|16|17|18|19|20,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Opal_1|Opal_2|Opal_3
Sapphire_1,"300,000,000.00",Diamond_2,450000000000,14|15|16|17|18|19|20,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Opal_1|Opal_2|Opal_3
Sapphire_2,"300,000,000.00",Diamond_2,450000000000,15|16|17|18|19|20,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Opal_1|Opal_2|Opal_3
Sapphire_3,"300,000,000.00",Diamond_2,450000000000,16|17|18|19|20,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Opal_1|Opal_2|Opal_3
Ruby_1,"300,000,000.00",Diamond_2,450000000000,17|18|19|20,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Opal_1|Opal_2|Opal_3
Ruby_2,"300,000,000.00",Diamond_2,450000000000,18|19|20,Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Opal_1|Opal_2|Opal_3
Ruby_3,"300,000,000.00",Diamond_2,450000000000,19|20,Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Opal_1|Opal_2|Opal_3
Unranked_1,"600,000,000.00",Diamond_3,900000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Opal_2|Opal_3
Bronze_1,"600,000,000.00",Diamond_3,900000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Opal_2|Opal_3
Bronze_2,"600,000,000.00",Diamond_3,900000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Opal_2|Opal_3
Bronze_3,"600,000,000.00",Diamond_3,900000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Opal_2|Opal_3
Silver_1,"600,000,000.00",Diamond_3,900000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Opal_2|Opal_3
Silver_2,"600,000,000.00",Diamond_3,900000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Opal_2|Opal_3
Silver_3,"600,000,000.00",Diamond_3,900000000000,7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Opal_2|Opal_3
Gold_1,"600,000,000.00",Diamond_3,900000000000,8|9|10|11|12|13|14|15|16|17|18|19|20|21,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Opal_2|Opal_3
Gold_2,"600,000,000.00",Diamond_3,900000000000,9|10|11|12|13|14|15|16|17|18|19|20|21,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Opal_2|Opal_3
Gold_3,"600,000,000.00",Diamond_3,900000000000,10|11|12|13|14|15|16|17|18|19|20|21,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Opal_2|Opal_3
Emerald_1,"600,000,000.00",Diamond_3,900000000000,11|12|13|14|15|16|17|18|19|20|21,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Opal_2|Opal_3
Emerald_2,"600,000,000.00",Diamond_3,900000000000,12|13|14|15|16|17|18|19|20|21,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Opal_2|Opal_3
Emerald_3,"600,000,000.00",Diamond_3,900000000000,13|14|15|16|17|18|19|20|21,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Opal_2|Opal_3
Sapphire_1,"600,000,000.00",Diamond_3,900000000000,14|15|16|17|18|19|20|21,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Opal_2|Opal_3
Sapphire_2,"600,000,000.00",Diamond_3,900000000000,15|16|17|18|19|20|21,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Opal_2|Opal_3
Sapphire_3,"600,000,000.00",Diamond_3,900000000000,16|17|18|19|20|21,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Opal_2|Opal_3
Ruby_1,"600,000,000.00",Diamond_3,900000000000,17|18|19|20|21,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Opal_2|Opal_3
Ruby_2,"600,000,000.00",Diamond_3,900000000000,18|19|20|21,Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Opal_2|Opal_3
Ruby_3,"600,000,000.00",Diamond_3,900000000000,19|20|21,Ruby_3|Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Opal_2|Opal_3
Diamond_1,"600,000,000.00",Diamond_3,900000000000,20|21,Diamond_1|Diamond_2|Diamond_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Opal_2|Opal_3
Unranked_1,"1,000,000,000.00",Opal_1,1500000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Opal_3
Bronze_1,"1,000,000,000.00",Opal_1,1500000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Opal_3
Bronze_2,"1,000,000,000.00",Opal_1,1500000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Opal_3
Bronze_3,"1,000,000,000.00",Opal_1,1500000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Opal_3
Silver_1,"1,000,000,000.00",Opal_1,1500000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Opal_3
Silver_2,"1,000,000,000.00",Opal_1,1500000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Opal_3
Silver_3,"1,000,000,000.00",Opal_1,1500000000000,7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Opal_3
Gold_1,"1,000,000,000.00",Opal_1,1500000000000,8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Opal_3
Gold_2,"1,000,000,000.00",Opal_1,1500000000000,9|10|11|12|13|14|15|16|17|18|19|20|21|22,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Opal_3
Gold_3,"1,000,000,000.00",Opal_1,1500000000000,10|11|12|13|14|15|16|17|18|19|20|21|22,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Opal_3
Emerald_1,"1,000,000,000.00",Opal_1,1500000000000,11|12|13|14|15|16|17|18|19|20|21|22,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Opal_3
Emerald_2,"1,000,000,000.00",Opal_1,1500000000000,12|13|14|15|16|17|18|19|20|21|22,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Opal_3
Emerald_3,"1,000,000,000.00",Opal_1,1500000000000,13|14|15|16|17|18|19|20|21|22,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Opal_3
Sapphire_1,"1,000,000,000.00",Opal_1,1500000000000,14|15|16|17|18|19|20|21|22,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Opal_3
Sapphire_2,"1,000,000,000.00",Opal_1,1500000000000,15|16|17|18|19|20|21|22,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Opal_3
Sapphire_3,"1,000,000,000.00",Opal_1,1500000000000,16|17|18|19|20|21|22,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Opal_3
Ruby_1,"1,000,000,000.00",Opal_1,1500000000000,17|18|19|20|21|22,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Opal_3
Ruby_2,"1,000,000,000.00",Opal_1,1500000000000,18|19|20|21|22,Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Opal_3
Ruby_3,"1,000,000,000.00",Opal_1,1500000000000,19|20|21|22,Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Opal_3
Diamond_1,"1,000,000,000.00",Opal_1,1500000000000,20|21|22,Diamond_1|Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Opal_3
Diamond_2,"1,000,000,000.00",Opal_1,1500000000000,21|22,Diamond_2|Diamond_3|Opal_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Opal_3
Unranked_1,"2,000,000,000.00",Opal_2,3000000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,
Bronze_1,"2,000,000,000.00",Opal_2,3000000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked
Bronze_2,"2,000,000,000.00",Opal_2,3000000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1
Bronze_3,"2,000,000,000.00",Opal_2,3000000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2
Silver_1,"2,000,000,000.00",Opal_2,3000000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3
Silver_2,"2,000,000,000.00",Opal_2,3000000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1
Silver_3,"2,000,000,000.00",Opal_2,3000000000000,7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2
Gold_1,"2,000,000,000.00",Opal_2,3000000000000,8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3
Gold_2,"2,000,000,000.00",Opal_2,3000000000000,9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1
Gold_3,"2,000,000,000.00",Opal_2,3000000000000,10|11|12|13|14|15|16|17|18|19|20|21|22|23,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2
Emerald_1,"2,000,000,000.00",Opal_2,3000000000000,11|12|13|14|15|16|17|18|19|20|21|22|23,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3
Emerald_2,"2,000,000,000.00",Opal_2,3000000000000,12|13|14|15|16|17|18|19|20|21|22|23,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1
Emerald_3,"2,000,000,000.00",Opal_2,3000000000000,13|14|15|16|17|18|19|20|21|22|23,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2
Sapphire_1,"2,000,000,000.00",Opal_2,3000000000000,14|15|16|17|18|19|20|21|22|23,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3
Sapphire_2,"2,000,000,000.00",Opal_2,3000000000000,15|16|17|18|19|20|21|22|23,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1
Sapphire_3,"2,000,000,000.00",Opal_2,3000000000000,16|17|18|19|20|21|22|23,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2
Ruby_1,"2,000,000,000.00",Opal_2,3000000000000,17|18|19|20|21|22|23,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3
